route,airline,departure_point,arrival_point,aircraft_model,business_seats,economy_seats,departure_time,arrival_time
FV6722,Rossiya,АЛМАТЫ,КРАСНОЯРСК,AIRBUS INDUSTRIE A319,8,120,08.03.2025 23:45,09.03.2025 04:30
FV6532,Rossiya,АЛМАТЫ,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),AIRBUS INDUSTRIE A319,8,120,09.03.2025 10:25,09.03.2025 13:40
FV6284,Rossiya,ЮЖНО-САХАЛИНСК (ХОМУТОВО),МОСКВА (ШЕРЕМЕТЬЕВО),BOEING 777-300ER,21,436,10.03.2025 11:15,10.03.2025 12:05
FV5966,Rossiya,ШАРМ-ЭЛЬ-ШЕЙХ,НИЖНИЙ НОВГОРОД (СТРИГИНО),BOEING 737-800,0,189,08.03.2025 14:55,08.03.2025 22:00
FV5570,Rossiya,ШАРМ-ЭЛЬ-ШЕЙХ,ЕКАТЕРИНБУРГ (КОЛЬЦОВО),BOEING 737-800,0,189,09.03.2025 06:25,09.03.2025 15:35
FV5556,Rossiya,ШАРМ-ЭЛЬ-ШЕЙХ,МОСКВА (ШЕРЕМЕТЬЕВО),BOEING 737-800,0,189,09.03.2025 12:25,09.03.2025 19:35
FV5576,Rossiya,ШАРМ-ЭЛЬ-ШЕЙХ,УФА,BOEING 737-800,0,189,09.03.2025 22:20,10.03.2025 07:05
FV6648,Rossiya,ШАНХАЙ (ПУ ДОНГ),ВЛАДИВОСТОК (КНЕВИЧИ),Sukhoi Superjet-100-95B,12,75,10.03.2025 02:05,10.03.2025 07:10
FV6820,Rossiya,ЧИТА (КАДАЛА),КРАСНОЯРСК,Sukhoi Superjet-100-95N,0,100,09.03.2025 17:15,09.03.2025 17:40
FV6462,Rossiya,ЧЕЛЯБИНСК (БАЛАНДИНО),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),AIRBUS INDUSTRIE A319,8,120,09.03.2025 06:15,09.03.2025 07:20
FV6462,Rossiya,ЧЕЛЯБИНСК (БАЛАНДИНО),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),AIRBUS INDUSTRIE A319,8,120,10.03.2025 06:15,10.03.2025 07:20
FV5554,Rossiya,ХУРГАДА,МОСКВА (ШЕРЕМЕТЬЕВО),BOEING 737-800,0,189,08.03.2025 20:30,09.03.2025 03:55
FV5564,Rossiya,ХУРГАДА,САМАРА (КУРУМОЧ),BOEING 737-800,0,189,08.03.2025 22:00,09.03.2025 05:40
FV5980,Rossiya,ХУРГАДА,НИЖНИЙ НОВГОРОД (СТРИГИНО),BOEING 737-800,0,189,09.03.2025 15:15,09.03.2025 22:20
FV6646,Rossiya,ХАРБИН,ВЛАДИВОСТОК (КНЕВИЧИ),Sukhoi Superjet-100-95B,12,75,10.03.2025 06:40,10.03.2025 10:05
FV6288,Rossiya,ХАБАРОВСК (НОВЫЙ),МОСКВА (ШЕРЕМЕТЬЕВО),BOEING 777-300,18,355,09.03.2025 11:25,09.03.2025 12:45
FV2477,Rossiya,ХАБАРОВСК (НОВЫЙ),БЛАГОВЕЩЕНСК (ИГНАТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 13:30,09.03.2025 14:10
FV6288,Rossiya,ХАБАРОВСК (НОВЫЙ),МОСКВА (ШЕРЕМЕТЬЕВО),BOEING 777-300,18,355,10.03.2025 11:25,10.03.2025 12:45
FV6412,Rossiya,УФА,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 06:05,09.03.2025 06:50
FV6414,Rossiya,УФА,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 23:00,09.03.2025 23:55
FV6412,Rossiya,УФА,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),AIRBUS INDUSTRIE A319,8,120,10.03.2025 06:05,10.03.2025 06:50
FV5575,Rossiya,УФА,ШАРМ-ЭЛЬ-ШЕЙХ,BOEING 737-800,0,189,10.03.2025 08:35,10.03.2025 11:55
FV6080,Rossiya,УЛЬЯНОВСК (БАРАТАЕВКА),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 07:20,09.03.2025 07:55
FV6076,Rossiya,УЛЬЯНОВСК (БАРАТАЕВКА),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 14:30,09.03.2025 15:00
FV2452,Rossiya,УЛАН-УДЭ,КРАСНОЯРСК,AIRBUS INDUSTRIE A319,8,120,09.03.2025 13:20,09.03.2025 14:20
FV6906,Rossiya,ТЮМЕНЬ (РОЩИНО),КРАСНОЯРСК,Sukhoi Superjet-100-95N,0,100,09.03.2025 01:35,09.03.2025 06:25
FV6452,Rossiya,ТЮМЕНЬ (РОЩИНО),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),BOEING 737-800,0,189,09.03.2025 05:45,09.03.2025 06:55
FV6452,Rossiya,ТЮМЕНЬ (РОЩИНО),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A320 Passenger (sharklets),8,150,10.03.2025 05:45,10.03.2025 06:55
FV6726,Rossiya,ТАШКЕНТ,КРАСНОЯРСК,AIRBUS INDUSTRIE A319,8,120,10.03.2025 00:00,10.03.2025 05:20
FV6588,Rossiya,СЫКТЫВКАР,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 05:35,09.03.2025 07:40
FV6408,Rossiya,СЫКТЫВКАР,МОСКВА (ШЕРЕМЕТЬЕВО),BOEING 737-800,0,189,09.03.2025 10:00,09.03.2025 12:00
FV6588,Rossiya,СЫКТЫВКАР,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),Sukhoi Superjet-100-95B,12,75,10.03.2025 05:35,10.03.2025 07:40
FV6442,Rossiya,СУРГУТ,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),AIRBUS INDUSTRIE A319,8,120,09.03.2025 05:25,09.03.2025 07:00
FV6442,Rossiya,СУРГУТ,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),AIRBUS INDUSTRIE A320,12,156,10.03.2025 05:25,10.03.2025 07:00
FV6283,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,BOEING 777-300ER,21,436,09.03.2025 17:00,10.03.2025 09:15
FV5567,Rossiya,САМАРА (КУРУМОЧ),1,BOEING 737-800,0,189,08.03.2025 10:30,08.03.2025 13:45
FV5965,Rossiya,НИЖНИЙ НОВГОРОД (СТРИГИНО),1,BOEING 737-800,0,189,09.03.2025 00:05,09.03.2025 05:25
FV5555,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,BOEING 737-800,0,189,09.03.2025 05:45,09.03.2025 11:25
FV5569,Rossiya,ЕКАТЕРИНБУРГ (КОЛЬЦОВО),1,BOEING 737-800,0,189,09.03.2025 17:35,09.03.2025 21:10
FV6647,Rossiya,ВЛАДИВОСТОК (КНЕВИЧИ),,Sukhoi Superjet-100-95B,12,75,09.03.2025 22:10,10.03.2025 00:05
FV6819,Rossiya,КРАСНОЯРСК,,Sukhoi Superjet-100-95N,0,100,09.03.2025 11:50,09.03.2025 16:15
FV6461,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,09.03.2025 00:25,09.03.2025 05:25
FV6461,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,10.03.2025 00:25,10.03.2025 05:25
FV5571,Rossiya,ЕКАТЕРИНБУРГ (КОЛЬЦОВО),1,BOEING 737-800,0,189,08.03.2025 16:30,08.03.2025 20:10
FV5793,Rossiya,КАЗАНЬ,1,BOEING 737-800,0,189,08.03.2025 15:40,08.03.2025 21:00
FV5563,Rossiya,САМАРА (КУРУМОЧ),1,BOEING 737-800,0,189,09.03.2025 10:15,09.03.2025 14:15
FV6645,Rossiya,ВЛАДИВОСТОК (КНЕВИЧИ),,Sukhoi Superjet-100-95B,12,75,10.03.2025 06:15,10.03.2025 05:40
FV6287,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,BOEING 777-300,18,355,08.03.2025 18:30,09.03.2025 09:10
FV2478,Rossiya,БЛАГОВЕЩЕНСК (ИГНАТЬЕВО),,Sukhoi Superjet-100-95B,12,75,09.03.2025 10:05,09.03.2025 12:30
FV6287,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,BOEING 777-300,18,355,09.03.2025 18:30,10.03.2025 09:10
FV6413,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 17:10,08.03.2025 22:00
FV6413,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 17:10,09.03.2025 22:00
FV6079,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,Sukhoi Superjet-100-95B,12,75,08.03.2025 21:40,09.03.2025 00:25
FV6075,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,Sukhoi Superjet-100-95B,12,75,09.03.2025 10:55,09.03.2025 13:35
FV2451,Rossiya,КРАСНОЯРСК,,AIRBUS INDUSTRIE A319,8,120,09.03.2025 09:20,09.03.2025 12:20
FV6905,Rossiya,КРАСНОЯРСК,,Sukhoi Superjet-100-95N,0,100,08.03.2025 23:40,09.03.2025 00:35
FV6451,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,BOEING 737-800,0,189,08.03.2025 23:40,09.03.2025 04:45
FV6451,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,A320 Passenger (sharklets),8,150,09.03.2025 23:40,10.03.2025 04:45
FV6725,Rossiya,КРАСНОЯРСК,2,AIRBUS INDUSTRIE A319,8,120,09.03.2025 20:55,09.03.2025 22:40
FV6971,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),2,BOEING 737-800,0,189,10.03.2025 02:10,10.03.2025 09:00
FV6587,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95B,12,75,08.03.2025 18:50,08.03.2025 21:00
FV6407,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,BOEING 737-800,0,189,08.03.2025 23:00,09.03.2025 01:00
FV6587,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95B,12,75,09.03.2025 18:50,09.03.2025 21:00
route,airline,departure_point,arrival_point,aircraft_model,business_seats,economy_seats,departure_time,arrival_time
FV6722,Rossiya,АЛМАТЫ,КРАСНОЯРСК,AIRBUS INDUSTRIE A319,8,120,08.03.2025 23:45,09.03.2025 04:30
FV6532,Rossiya,АЛМАТЫ,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),AIRBUS INDUSTRIE A319,8,120,09.03.2025 10:25,09.03.2025 13:40
FV6532,Rossiya,АЛМАТЫ,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),AIRBUS INDUSTRIE A319,8,120,10.03.2025 10:20,10.03.2025 13:35
FV6284,Rossiya,ЮЖНО-САХАЛИНСК (ХОМУТОВО),МОСКВА (ШЕРЕМЕТЬЕВО),BOEING 777-300ER,21,436,10.03.2025 11:15,10.03.2025 12:05
FV5966,Rossiya,ШАРМ-ЭЛЬ-ШЕЙХ,НИЖНИЙ НОВГОРОД (СТРИГИНО),BOEING 737-800,0,189,08.03.2025 14:55,08.03.2025 22:00
FV5570,Rossiya,ШАРМ-ЭЛЬ-ШЕЙХ,ЕКАТЕРИНБУРГ (КОЛЬЦОВО),BOEING 737-800,0,189,09.03.2025 06:25,09.03.2025 15:35
FV5556,Rossiya,ШАРМ-ЭЛЬ-ШЕЙХ,МОСКВА (ШЕРЕМЕТЬЕВО),BOEING 737-800,0,189,09.03.2025 12:25,09.03.2025 19:35
FV5576,Rossiya,ШАРМ-ЭЛЬ-ШЕЙХ,УФА,BOEING 737-800,0,189,09.03.2025 22:20,10.03.2025 07:05
FV6648,Rossiya,ШАНХАЙ (ПУ ДОНГ),ВЛАДИВОСТОК (КНЕВИЧИ),Sukhoi Superjet-100-95B,12,75,10.03.2025 02:05,10.03.2025 07:10
FV6820,Rossiya,ЧИТА (КАДАЛА),КРАСНОЯРСК,Sukhoi Superjet-100-95N,0,100,09.03.2025 17:15,09.03.2025 17:40
FV6462,Rossiya,ЧЕЛЯБИНСК (БАЛАНДИНО),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),AIRBUS INDUSTRIE A319,8,120,09.03.2025 06:15,09.03.2025 07:20
FV6462,Rossiya,ЧЕЛЯБИНСК (БАЛАНДИНО),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),AIRBUS INDUSTRIE A319,8,120,10.03.2025 06:15,10.03.2025 07:20
FV5554,Rossiya,ХУРГАДА,МОСКВА (ШЕРЕМЕТЬЕВО),BOEING 737-800,0,189,08.03.2025 20:30,09.03.2025 03:55
FV5564,Rossiya,ХУРГАДА,САМАРА (КУРУМОЧ),BOEING 737-800,0,189,08.03.2025 22:00,09.03.2025 05:40
FV5980,Rossiya,ХУРГАДА,НИЖНИЙ НОВГОРОД (СТРИГИНО),BOEING 737-800,0,189,09.03.2025 15:15,09.03.2025 22:20
FV6646,Rossiya,ХАРБИН,ВЛАДИВОСТОК (КНЕВИЧИ),Sukhoi Superjet-100-95B,12,75,10.03.2025 06:40,10.03.2025 10:05
FV6288,Rossiya,ХАБАРОВСК (НОВЫЙ),МОСКВА (ШЕРЕМЕТЬЕВО),BOEING 777-300,18,355,09.03.2025 11:25,09.03.2025 12:45
FV2477,Rossiya,ХАБАРОВСК (НОВЫЙ),БЛАГОВЕЩЕНСК (ИГНАТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 13:30,09.03.2025 14:10
FV6288,Rossiya,ХАБАРОВСК (НОВЫЙ),МОСКВА (ШЕРЕМЕТЬЕВО),BOEING 777-300,18,355,10.03.2025 11:25,10.03.2025 12:45
FV6412,Rossiya,УФА,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 06:05,09.03.2025 06:50
FV6414,Rossiya,УФА,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 23:00,09.03.2025 23:55
FV6412,Rossiya,УФА,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),AIRBUS INDUSTRIE A319,8,120,10.03.2025 06:05,10.03.2025 06:50
FV5575,Rossiya,УФА,ШАРМ-ЭЛЬ-ШЕЙХ,BOEING 737-800,0,189,10.03.2025 08:35,10.03.2025 11:55
FV6080,Rossiya,УЛЬЯНОВСК (БАРАТАЕВКА),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 07:20,09.03.2025 07:55
FV6076,Rossiya,УЛЬЯНОВСК (БАРАТАЕВКА),МОСКВА (ШЕРЕМЕТЬЕВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 14:30,09.03.2025 15:00
FV2452,Rossiya,УЛАН-УДЭ,КРАСНОЯРСК,AIRBUS INDUSTRIE A319,8,120,09.03.2025 13:20,09.03.2025 14:20
FV6906,Rossiya,ТЮМЕНЬ (РОЩИНО),КРАСНОЯРСК,Sukhoi Superjet-100-95N,0,100,09.03.2025 01:35,09.03.2025 06:25
FV6452,Rossiya,ТЮМЕНЬ (РОЩИНО),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),BOEING 737-800,0,189,09.03.2025 05:45,09.03.2025 06:55
FV6452,Rossiya,ТЮМЕНЬ (РОЩИНО),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),A320 Passenger (sharklets),8,150,10.03.2025 05:45,10.03.2025 06:55
FV6726,Rossiya,ТАШКЕНТ,КРАСНОЯРСК,AIRBUS INDUSTRIE A319,8,120,10.03.2025 00:00,10.03.2025 05:20
FV6972,Rossiya,ТАШКЕНТ,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),BOEING 737-800,0,189,10.03.2025 10:20,10.03.2025 13:20
FV6588,Rossiya,СЫКТЫВКАР,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),Sukhoi Superjet-100-95B,12,75,09.03.2025 05:35,09.03.2025 07:40
FV6408,Rossiya,СЫКТЫВКАР,МОСКВА (ШЕРЕМЕТЬЕВО),BOEING 737-800,0,189,09.03.2025 10:00,09.03.2025 12:00
FV6588,Rossiya,СЫКТЫВКАР,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),Sukhoi Superjet-100-95B,12,75,10.03.2025 05:35,10.03.2025 07:40
FV6442,Rossiya,СУРГУТ,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),AIRBUS INDUSTRIE A319,8,120,09.03.2025 05:25,09.03.2025 07:00
FV6442,Rossiya,СУРГУТ,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),AIRBUS INDUSTRIE A320,12,156,10.03.2025 05:25,10.03.2025 07:00
FV6283,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,BOEING 777-300ER,21,436,09.03.2025 17:00,10.03.2025 09:15
FV5567,Rossiya,САМАРА (КУРУМОЧ),1,BOEING 737-800,0,189,08.03.2025 10:30,08.03.2025 13:45
FV5965,Rossiya,НИЖНИЙ НОВГОРОД (СТРИГИНО),1,BOEING 737-800,0,189,09.03.2025 00:05,09.03.2025 05:25
FV5555,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,BOEING 737-800,0,189,09.03.2025 05:45,09.03.2025 11:25
FV5569,Rossiya,ЕКАТЕРИНБУРГ (КОЛЬЦОВО),1,BOEING 737-800,0,189,09.03.2025 17:35,09.03.2025 21:10
FV6647,Rossiya,ВЛАДИВОСТОК (КНЕВИЧИ),,Sukhoi Superjet-100-95B,12,75,09.03.2025 22:10,10.03.2025 00:05
FV6819,Rossiya,КРАСНОЯРСК,,Sukhoi Superjet-100-95N,0,100,09.03.2025 11:50,09.03.2025 16:15
FV6461,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,09.03.2025 00:25,09.03.2025 05:25
FV6461,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,10.03.2025 00:25,10.03.2025 05:25
FV5571,Rossiya,ЕКАТЕРИНБУРГ (КОЛЬЦОВО),1,BOEING 737-800,0,189,08.03.2025 16:30,08.03.2025 20:10
FV5793,Rossiya,КАЗАНЬ,1,BOEING 737-800,0,189,08.03.2025 15:40,08.03.2025 21:00
FV5563,Rossiya,САМАРА (КУРУМОЧ),1,BOEING 737-800,0,189,09.03.2025 10:15,09.03.2025 14:15
FV6645,Rossiya,ВЛАДИВОСТОК (КНЕВИЧИ),,Sukhoi Superjet-100-95B,12,75,10.03.2025 06:15,10.03.2025 05:40
FV6287,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,BOEING 777-300,18,355,08.03.2025 18:30,09.03.2025 09:10
FV2478,Rossiya,БЛАГОВЕЩЕНСК (ИГНАТЬЕВО),,Sukhoi Superjet-100-95B,12,75,09.03.2025 10:05,09.03.2025 12:30
FV6287,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,BOEING 777-300,18,355,09.03.2025 18:30,10.03.2025 09:10
FV6413,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 17:10,08.03.2025 22:00
FV6413,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),1,AIRBUS INDUSTRIE A319,8,120,09.03.2025 17:10,09.03.2025 22:00
FV6411,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),УФА,Sukhoi Superjet-100-95B,12,75,10.03.2025 00:25,10.03.2025 05:05
FV5576,Rossiya,ШАРМ-ЭЛЬ-ШЕЙХ,2,BOEING 737-800,0,189,09.03.2025 22:20,10.03.2025 07:05
FV6079,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,Sukhoi Superjet-100-95B,12,75,08.03.2025 21:40,09.03.2025 00:25
FV6075,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,Sukhoi Superjet-100-95B,12,75,09.03.2025 10:55,09.03.2025 13:35
FV2451,Rossiya,КРАСНОЯРСК,,AIRBUS INDUSTRIE A319,8,120,09.03.2025 09:20,09.03.2025 12:20
FV6905,Rossiya,КРАСНОЯРСК,,Sukhoi Superjet-100-95N,0,100,08.03.2025 23:40,09.03.2025 00:35
FV6451,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,BOEING 737-800,0,189,08.03.2025 23:40,09.03.2025 04:45
FV6451,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,A320 Passenger (sharklets),8,150,09.03.2025 23:40,10.03.2025 04:45
FV6725,Rossiya,КРАСНОЯРСК,2,AIRBUS INDUSTRIE A319,8,120,09.03.2025 20:55,09.03.2025 22:40
FV6971,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),2,BOEING 737-800,0,189,10.03.2025 02:10,10.03.2025 09:00
FV6587,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95B,12,75,08.03.2025 18:50,08.03.2025 21:00
FV6407,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,BOEING 737-800,0,189,08.03.2025 23:00,09.03.2025 01:00
FV6587,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,Sukhoi Superjet-100-95B,12,75,09.03.2025 18:50,09.03.2025 21:00
FV6407,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,BOEING 737-800,0,189,09.03.2025 23:00,10.03.2025 01:00
FV6441,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,08.03.2025 22:50,09.03.2025 04:15
FV6441,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A320,12,156,09.03.2025 22:50,10.03.2025 04:15
FV6963,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,08.03.2025 10:00,08.03.2025 15:50
FV6771,Rossiya,СОЧИ (АДЛЕР),,Sukhoi Superjet-100-95B,12,75,08.03.2025 18:00,08.03.2025 20:15
FV6729,Rossiya,СОЧИ (АДЛЕР),,Sukhoi Superjet-100-95B,12,75,09.03.2025 09:30,09.03.2025 11:45
FV6963,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,A320 Passenger (sharklets),8,150,09.03.2025 09:30,09.03.2025 15:25
FV6771,Rossiya,СОЧИ (АДЛЕР),,Sukhoi Superjet-100-95B,12,75,09.03.2025 18:00,09.03.2025 20:15
FV6730,Rossiya,СТАМБУЛ,,Sukhoi Superjet-100-95B,12,75,08.03.2025 12:35,08.03.2025 14:30
FV6682,Rossiya,АЛЬ-МАКТУМ,,Sukhoi Superjet-100-95B,12,75,08.03.2025 13:35,08.03.2025 16:40
FV6567,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,08.03.2025 13:00,08.03.2025 17:35
FV6720,Rossiya,ЕРЕВАН (ЗВАРТНОЦ),,Sukhoi Superjet-100-95B,12,75,08.03.2025 19:25,08.03.2025 19:45
FV6875,Rossiya,КРАСНОЯРСК,,BOIENG 737-800 (WINGLETS),12,156,08.03.2025 18:20,08.03.2025 20:30
FV6561,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A319,8,120,08.03.2025 15:15,08.03.2025 22:30
FV6772,Rossiya,СТАМБУЛ,,Sukhoi Superjet-100-95B,12,75,08.03.2025 21:25,08.03.2025 23:00
FV6712,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,Sukhoi Superjet-100-95B,12,75,08.03.2025 19:55,09.03.2025 00:10
FV6559,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A320,12,156,09.03.2025 06:35,09.03.2025 11:15
FV6730,Rossiya,СТАМБУЛ,,Sukhoi Superjet-100-95B,12,75,09.03.2025 12:35,09.03.2025 14:30
FV6682,Rossiya,АЛЬ-МАКТУМ,,Sukhoi Superjet-100-95B,12,75,09.03.2025 13:35,09.03.2025 16:40
FV6567,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,BOEING 737-800,0,189,09.03.2025 13:00,09.03.2025 17:35
FV6720,Rossiya,ЕРЕВАН (ЗВАРТНОЦ),,Sukhoi Superjet-100-95B,12,75,09.03.2025 19:10,09.03.2025 19:40
FV6561,Rossiya,САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),,AIRBUS INDUSTRIE A320,12,156,09.03.2025 15:15,09.03.2025 19:55
FV6875,Rossiya,КРАСНОЯРСК,,BOIENG 737-800 (WINGLETS),12,156,09.03.2025 18:20,09.03.2025 20:30
FV6772,Rossiya,СТАМБУЛ,,Sukhoi Superjet-100-95B,12,75,09.03.2025 21:10,09.03.2025 23:00
FV6827,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,Sukhoi Superjet-100-95B,12,75,08.03.2025 19:25,08.03.2025 21:15
FV6827,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),,Sukhoi Superjet-100-95B,12,75,09.03.2025 19:30,09.03.2025 21:15
FV6623,Rossiya,КРАСНОЯРСК,,BOIENG 737-800 (WINGLETS),12,156,08.03.2025 21:15,09.03.2025 04:35
FV6002,Rossiya,ИРКУТСК,1,BOEING 737-800,0,189,08.03.2025 11:10,08.03.2025 12:30
FV6324,Rossiya,КАЛИНИНГРАД (ХРАБРОВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 09:45,08.03.2025 12:40
FV6006,Rossiya,МОСКВА (ВНУКОВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 11:30,08.03.2025 13:05
FV6168,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 11:30,08.03.2025 13:10
FV6972,Rossiya,ТАШКЕНТ,1,BOEING 737-800,0,189,08.03.2025 10:20,08.03.2025 13:20
FV6532,Rossiya,АЛМАТЫ,1,AIRBUS INDUSTRIE A319,8,120,08.03.2025 10:20,08.03.2025 13:35
FV6232,Rossiya,САМАРА (КУРУМОЧ),1,Sukhoi Superjet-100-95N,0,100,08.03.2025 12:00,08.03.2025 13:40
FV6482,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 12:00,08.03.2025 13:40
FV6344,Rossiya,МУРМАНСК,1,Sukhoi Superjet-100-95N,0,100,08.03.2025 12:10,08.03.2025 14:00
FV6106,Rossiya,НИЖНИЙ НОВГОРОД (СТРИГИНО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 12:05,08.03.2025 14:05
FV6010,Rossiya,МОСКВА (ВНУКОВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 13:30,08.03.2025 15:05
FV6218,Rossiya,ВОЛГОГРАД (ГУМРАК),САНКТ-ПЕТЕРБУРГ (ПУЛКОВО),AIRBUS INDUSTRIE A319,8,120,08.03.2025 12:30,08.03.2025 15:15
FV6060,Rossiya,МОСКВА (ШЕРЕМЕТЬЕВО),1,Sukhoi Superjet-100-95B,12,75,08.03.2025 14:00,08.03.2025 15:40
